specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-1915,Whispering Linden,Sunspire Heights,Waning,31.6,14.4,23.1,49.1
FX-1916,Glasszelkova,Hollowdeep,Radiant,22.6,12.3,85.1,41.9
FX-1917,Whispering Linden,Hollowdeep,Radiant,25.8,17.3,81.9,45.4
FX-1918,Thornlace,Sunspire Heights,Thriving,24.4,12.3,68.2,54.0
FX-1919,Palepear,Sunspire Heights,Thriving,19.5,7.8,56.0,59.2
FX-1920,Ghostplane,Mistfen Reach,Radiant,19.1,33.4,79.0,49.6
FX-1921,Glasszelkova,Mistfen Reach,Thriving,26.8,8.2,54.3,44.7
FX-1922,Ironcrown Oak,Hollowdeep,Thriving,20.7,28.6,57.8,62.3
FX-1923,Thornlace,Sunspire Heights,Thriving,20.1,13.5,44.9,53.3
FX-1924,Coralmaple,Hollowdeep,Waning,25.3,20.6,35.3,62.2
FX-1925,Verdant Ash,Mistfen Reach,Thriving,16.1,16.0,56.0,45.4
FX-1926,Whispering Linden,Sunspire Heights,Thriving,27.8,9.2,51.1,56.4
FX-1927,Duskmaple,Cragside,Thriving,15.9,26.0,52.6,71.2
FX-1928,Coralmaple,Hollowdeep,Radiant,23.2,26.8,77.0,62.9
FX-1929,Palepear,Sunspire Heights,Thriving,19.4,14.6,64.1,55.2
FX-1930,Palepear,Hollowdeep,Waning,11.2,11.9,32.0,42.1
FX-1931,Verdant Ash,Sunspire Heights,Thriving,27.5,16.8,58.1,52.4
FX-1932,Duskmaple,Mistfen Reach,Thriving,20.8,24.5,64.9,63.4
FX-1933,Whispering Linden,Sunspire Heights,Radiant,31.0,13.8,69.7,52.9
FX-1934,Whispering Linden,Hollowdeep,Waning,21.1,14.2,32.3,39.5
FX-1935,Ghostplane,Sunspire Heights,Thriving,21.7,28.6,49.7,59.3
FX-1936,Emberoak,Cragside,Radiant,24.3,28.6,82.9,69.9
FX-1937,Ghostplane,Sunspire Heights,Husk,26.6,35.5,8.3,53.4
FX-1938,Whispering Linden,Sunspire Heights,Thriving,28.3,11.2,60.1,57.4
FX-1939,Emberoak,Sunspire Heights,Thriving,28.3,24.6,56.5,72.3
FX-1940,Ghostplane,Sunspire Heights,Thriving,19.5,32.2,53.5,57.0
FX-1941,Whispering Linden,Mistfen Reach,Radiant,24.5,13.9,84.0,47.2
FX-1942,Verdant Ash,Sunspire Heights,Thriving,22.9,16.4,63.0,57.8
FX-1943,Duskmaple,Cragside,Thriving,18.2,23.5,56.0,70.6
FX-1944,Whispering Linden,Sunspire Heights,Thriving,32.1,13.8,56.8,56.3
FX-1945,Whispering Linden,Sunspire Heights,Thriving,32.3,18.4,52.8,52.1
FX-1946,Goldfan Ginko,Hollowdeep,Radiant,32.4,10.5,81.1,64.2
FX-1947,Emberoak,Hollowdeep,Thriving,23.6,26.3,67.9,58.4
FX-1948,Emberoak,Mistfen Reach,Thriving,28.6,29.3,53.3,64.8
FX-1949,Glasszelkova,Sunspire Heights,Radiant,31.6,12.3,79.4,54.4
FX-1950,Emberoak,Cragside,Thriving,31.2,23.5,51.0,70.1
FX-1951,Glasszelkova,Mistfen Reach,Husk,25.5,12.6,6.3,44.9
FX-1952,Ironcrown Oak,Cragside,Thriving,23.9,31.1,50.9,66.8
FX-1953,Verdant Ash,Mistfen Reach,Thriving,18.7,20.4,53.4,44.6
FX-1954,Verdant Ash,Sunspire Heights,Waning,23.8,25.5,30.6,47.9
FX-1955,Duskmaple,Cragside,Thriving,15.4,28.5,55.6,66.5
FX-1956,Emberoak,Mistfen Reach,Thriving,22.9,23.1,51.5,65.0
FX-1957,Ghostplane,Mistfen Reach,Thriving,22.0,30.7,50.2,44.9
FX-1958,Emberoak,Hollowdeep,Thriving,24.5,27.9,64.0,63.9
FX-1959,Thornlace,Sunspire Heights,Thriving,21.0,5.9,59.7,54.7
FX-1960,Whispering Linden,Cragside,Thriving,28.7,20.4,56.6,45.2
FX-1961,Thornlace,Mistfen Reach,Thriving,10.8,11.0,49.8,46.1
FX-1962,Ironcrown Oak,Hollowdeep,Thriving,21.2,27.2,53.2,61.4
FX-1963,Whispering Linden,Sunspire Heights,Thriving,31.3,14.6,60.5,57.0
FX-1964,Coralmaple,Mistfen Reach,Radiant,30.6,19.7,79.2,65.7
FX-1965,Duskmaple,Cragside,Waning,19.9,22.9,31.8,64.8
FX-1966,Palepear,Sunspire Heights,Thriving,12.9,1.0,54.2,57.7
FX-1967,Palepear,Hollowdeep,Radiant,8.9,7.8,77.3,42.9
FX-1968,Coralmaple,Cragside,Thriving,27.8,21.5,54.4,69.7
FX-1969,Whispering Linden,Sunspire Heights,Thriving,29.8,15.3,55.1,53.5
FX-1970,Palepear,Sunspire Heights,Radiant,21.7,9.7,76.8,55.6
FX-1971,Whispering Linden,Mistfen Reach,Thriving,27.8,18.8,53.9,44.9
FX-1972,Bloomspire,Sunspire Heights,Radiant,27.2,34.8,84.6,77.5
FX-1973,Thornlace,Sunspire Heights,Thriving,17.8,15.4,54.3,56.2
FX-1974,Ironcrown Oak,Mistfen Reach,Thriving,22.1,25.9,52.9,66.4
FX-1975,Coralmaple,Cragside,Waning,30.7,20.7,35.7,68.3
FX-1976,Goldfan Ginko,Cragside,Thriving,34.3,18.7,56.0,68.7
FX-1977,Coralmaple,Mistfen Reach,Thriving,30.6,16.1,53.4,66.8
FX-1978,Palepear,Mistfen Reach,Radiant,11.1,6.7,76.4,43.2
FX-1979,Ghostplane,Sunspire Heights,Radiant,22.4,36.2,89.3,58.4
FX-1980,Glasszelkova,Cragside,Thriving,31.1,9.0,52.6,50.1
FX-1981,Coralmaple,Mistfen Reach,Thriving,27.9,21.7,57.4,65.1
FX-1982,Ghostplane,Sunspire Heights,Radiant,25.1,29.8,87.9,61.1
FX-1983,Glasszelkova,Sunspire Heights,Waning,30.7,11.3,24.5,54.9
FX-1984,Ghostplane,Sunspire Heights,Radiant,19.9,34.3,81.5,55.7
FX-1985,Emberoak,Mistfen Reach,Thriving,27.0,29.4,67.0,59.6
FX-1986,Ghostplane,Sunspire Heights,Thriving,22.7,36.8,54.9,53.0
FX-1987,Palepear,Sunspire Heights,Waning,18.5,4.9,29.5,51.8
FX-1988,Duskmaple,Mistfen Reach,Thriving,16.5,23.8,58.4,64.0
FX-1989,Whispering Linden,Mistfen Reach,Thriving,28.7,18.2,68.3,49.7
FX-1990,Duskmaple,Hollowdeep,Thriving,9.0,26.4,56.8,61.9
FX-1991,Ghostplane,Mistfen Reach,Husk,16.4,35.8,12.6,46.4
FX-1992,Ironcrown Oak,Mistfen Reach,Thriving,24.7,31.3,53.7,59.3
FX-1993,Thornlace,Sunspire Heights,Waning,22.2,10.1,24.6,59.1
FX-1994,Ghostplane,Mistfen Reach,Thriving,20.7,33.1,62.6,47.7
FX-1995,Coralmaple,Hollowdeep,Thriving,26.8,25.5,48.0,64.5
FX-1996,Ghostplane,Mistfen Reach,Radiant,20.4,28.5,82.7,46.8
FX-1997,Ironcrown Oak,Mistfen Reach,Thriving,20.9,33.1,58.8,67.4
FX-1998,Palepear,Sunspire Heights,Thriving,19.1,5.0,51.1,53.6
FX-1999,Verdant Ash,Mistfen Reach,Radiant,18.3,18.8,93.6,46.9
FX-2000,Whispering Linden,Sunspire Heights,Radiant,30.4,15.9,66.8,52.2
FX-2001,Emberoak,Hollowdeep,Radiant,28.9,25.4,84.4,61.0
FX-2002,Ironcrown Oak,Cragside,Thriving,27.5,24.0,50.2,66.1
FX-2003,Coralmaple,Cragside,Thriving,28.8,18.2,48.3,71.1
FX-2004,Glasszelkova,Sunspire Heights,Waning,31.5,16.4,24.5,54.5
FX-2005,Goldfan Ginko,Cragside,Husk,33.2,6.6,2.6,67.6
FX-2006,Glasszelkova,Mistfen Reach,Waning,32.0,9.2,34.5,44.7
FX-2007,Ironcrown Oak,Mistfen Reach,Thriving,22.2,29.8,52.8,60.3
FX-2008,Emberoak,Mistfen Reach,Thriving,21.6,29.0,55.2,68.5
FX-2009,Verdant Ash,Sunspire Heights,Radiant,20.6,17.8,78.8,52.6
FX-2010,Glasszelkova,Sunspire Heights,Thriving,31.6,9.6,51.7,51.9
FX-2011,Glasszelkova,Mistfen Reach,Thriving,27.3,6.2,61.9,43.2
FX-2012,Ghostplane,Sunspire Heights,Thriving,18.2,34.8,58.2,57.0
FX-2013,Emberoak,Mistfen Reach,Husk,24.0,26.8,2.3,66.3
FX-2014,Emberoak,Hollowdeep,Radiant,25.5,30.1,75.9,59.0
FX-2015,Ironcrown Oak,Cragside,Thriving,24.5,24.5,49.1,63.9
FX-2016,Ironcrown Oak,Hollowdeep,Thriving,20.3,32.2,51.6,61.2
FX-2017,Ghostplane,Sunspire Heights,Radiant,22.0,37.9,75.1,54.3
FX-2018,Coralmaple,Mistfen Reach,Thriving,29.0,22.6,54.1,60.3
FX-2019,Whispering Linden,Sunspire Heights,Radiant,27.5,15.0,80.5,51.0
FX-2020,Goldfan Ginko,Mistfen Reach,Thriving,31.2,12.4,53.1,55.6
FX-2021,Coralmaple,Cragside,Thriving,32.7,25.4,61.8,67.8
FX-2022,Emberoak,Cragside,Thriving,25.4,27.3,48.1,68.3
FX-2023,Palepear,Mistfen Reach,Thriving,9.5,8.4,57.6,44.7
FX-2024,Verdant Ash,Sunspire Heights,Thriving,26.0,17.8,49.6,52.1
FX-2025,Coralmaple,Cragside,Husk,31.4,20.9,2.4,67.0
FX-2026,Palepear,Mistfen Reach,Waning,17.0,15.2,21.1,43.4
FX-2027,Ghostplane,Hollowdeep,Thriving,16.9,36.2,58.3,41.2
FX-2028,Glasszelkova,Sunspire Heights,Waning,35.2,13.5,20.2,55.0
FX-2029,Coralmaple,Hollowdeep,Thriving,27.0,21.9,51.8,60.9
FX-2030,Emberoak,Sunspire Heights,Thriving,34.3,29.2,58.4,73.8
FX-2031,Thornlace,Sunspire Heights,Thriving,17.9,13.5,61.5,53.4
FX-2032,Goldfan Ginko,Mistfen Reach,Waning,31.2,17.7,32.6,67.4
FX-2033,Duskmaple,Mistfen Reach,Thriving,18.2,23.2,53.1,63.4
FX-2034,Goldfan Ginko,Mistfen Reach,Husk,31.9,17.4,1.9,63.1
FX-2035,Palepear,Sunspire Heights,Thriving,16.2,10.6,54.7,55.9
FX-2036,Glasszelkova,Mistfen Reach,Thriving,27.8,10.0,50.3,43.3
FX-2037,Glasszelkova,Hollowdeep,Thriving,28.0,12.6,52.8,42.5
FX-2038,Bloomspire,Cragside,Thriving,23.2,36.2,62.5,69.0
FX-2039,Goldfan Ginko,Cragside,Thriving,35.4,13.3,53.3,67.3
FX-2040,Ironcrown Oak,Hollowdeep,Thriving,24.7,32.4,58.2,63.1
FX-2041,Ghostplane,Sunspire Heights,Thriving,24.4,34.8,62.0,52.3
FX-2042,Glasszelkova,Sunspire Heights,Thriving,35.6,5.4,53.5,48.7
FX-2043,Goldfan Ginko,Hollowdeep,Thriving,27.9,13.1,62.4,62.1
FX-2044,Duskmaple,Cragside,Radiant,23.9,23.1,87.9,75.5
FX-2045,Bloomspire,Mistfen Reach,Thriving,18.3,37.8,66.8,61.5
FX-2046,Coralmaple,Cragside,Thriving,33.8,20.3,61.3,70.7
FX-2047,Verdant Ash,Mistfen Reach,Radiant,16.5,20.4,79.4,52.3
FX-2048,Thornlace,Sunspire Heights,Radiant,18.2,17.0,76.5,57.4
FX-2049,Palepear,Cragside,Thriving,12.6,11.8,61.0,47.1
FX-2050,Glasszelkova,Mistfen Reach,Radiant,26.9,3.8,77.4,47.7
FX-2051,Duskmaple,Hollowdeep,Radiant,14.1,29.9,79.3,62.2
FX-2052,Thornlace,Sunspire Heights,Thriving,18.5,10.7,53.4,53.8
FX-2053,Thornlace,Sunspire Heights,Thriving,21.3,12.8,49.8,53.0
FX-2054,Ghostplane,Sunspire Heights,Radiant,22.3,32.3,80.0,52.4
FX-2055,Palepear,Mistfen Reach,Waning,13.9,3.5,30.8,44.8
FX-2056,Ironcrown Oak,Hollowdeep,Thriving,21.2,29.6,46.7,59.2
FX-2057,Goldfan Ginko,Mistfen Reach,Thriving,32.6,17.0,51.4,68.2
FX-2058,Glasszelkova,Sunspire Heights,Thriving,37.3,13.8,59.3,49.9
FX-2059,Thornlace,Sunspire Heights,Waning,22.2,14.3,20.8,53.3
FX-2060,Glasszelkova,Mistfen Reach,Radiant,28.8,15.8,84.1,48.2
FX-2061,Thornlace,Sunspire Heights,Waning,17.6,11.5,34.7,51.4
FX-2062,Verdant Ash,Sunspire Heights,Thriving,24.4,22.5,61.5,60.7
FX-2063,Emberoak,Mistfen Reach,Waning,29.4,28.8,28.6,67.0
FX-2064,Duskmaple,Cragside,Thriving,21.0,26.9,57.5,70.5
FX-2065,Glasszelkova,Mistfen Reach,Radiant,26.7,11.4,86.5,46.6
FX-2066,Thornlace,Sunspire Heights,Thriving,19.5,10.9,52.0,53.5
FX-2067,Ironcrown Oak,Cragside,Radiant,26.9,31.7,79.6,69.1
FX-2068,Verdant Ash,Hollowdeep,Thriving,16.5,16.2,68.1,47.6
FX-2069,Verdant Ash,Sunspire Heights,Thriving,22.6,15.4,48.3,50.7
FX-2070,Goldfan Ginko,Hollowdeep,Thriving,27.1,20.0,53.7,60.9
FX-2071,Duskmaple,Mistfen Reach,Thriving,15.1,23.4,56.2,69.3
FX-2072,Emberoak,Hollowdeep,Radiant,19.0,25.4,87.9,62.4
FX-2073,Whispering Linden,Sunspire Heights,Thriving,29.4,13.7,56.9,53.1
FX-2074,Emberoak,Mistfen Reach,Radiant,29.8,24.8,86.8,60.9
FX-2075,Whispering Linden,Mistfen Reach,Thriving,26.4,17.7,53.9,46.2
FX-2076,Coralmaple,Hollowdeep,Thriving,20.4,16.1,70.2,60.9
FX-2077,Duskmaple,Cragside,Thriving,24.3,21.7,60.8,70.1
FX-2078,Duskmaple,Cragside,Radiant,19.5,24.5,77.1,73.7
FX-2079,Duskmaple,Cragside,Waning,21.0,22.5,26.5,68.9
FX-2080,Emberoak,Sunspire Heights,Thriving,29.4,28.7,55.5,78.2
FX-2081,Ghostplane,Mistfen Reach,Radiant,17.7,34.4,71.2,45.6
FX-2082,Bloomspire,Sunspire Heights,Thriving,31.8,41.6,63.0,73.1
FX-2083,Glasszelkova,Mistfen Reach,Waning,25.8,11.8,32.5,42.1
FX-2084,Bloomspire,Hollowdeep,Thriving,15.7,43.5,57.2,66.8
FX-2085,Thornlace,Mistfen Reach,Thriving,13.4,14.3,42.2,42.9
FX-2086,Thornlace,Sunspire Heights,Thriving,23.9,9.9,62.0,49.7
FX-2087,Duskmaple,Cragside,Thriving,25.2,19.3,57.2,66.6
FX-2088,Duskmaple,Mistfen Reach,Thriving,15.4,24.0,57.2,64.0
FX-2089,Ghostplane,Sunspire Heights,Radiant,27.8,33.3,85.8,55.9
FX-2090,Ghostplane,Sunspire Heights,Thriving,26.2,29.5,51.5,55.8
FX-2091,Ghostplane,Mistfen Reach,Thriving,22.5,33.1,58.5,42.5
FX-2092,Bloomspire,Mistfen Reach,Waning,16.4,33.8,27.6,64.8
FX-2093,Glasszelkova,Cragside,Thriving,31.9,7.8,55.0,46.6
FX-2094,Emberoak,Mistfen Reach,Thriving,27.5,25.4,49.3,62.6
FX-2095,Coralmaple,Sunspire Heights,Waning,30.6,19.9,28.9,73.5
FX-2096,Goldfan Ginko,Cragside,Radiant,38.1,11.0,78.6,77.4
FX-2097,Thornlace,Cragside,Waning,18.2,6.1,23.2,53.9
FX-2098,Thornlace,Mistfen Reach,Thriving,9.0,11.0,48.3,44.3
FX-2099,Ironcrown Oak,Cragside,Radiant,25.4,33.6,88.6,66.6
FX-2100,Whispering Linden,Mistfen Reach,Waning,26.0,21.2,30.7,47.7
FX-2101,Coralmaple,Cragside,Radiant,29.4,28.1,75.4,67.1
FX-2102,Ghostplane,Mistfen Reach,Thriving,19.0,28.3,57.7,41.9
FX-2103,Ironcrown Oak,Hollowdeep,Thriving,23.1,34.2,57.4,65.8
FX-2104,Whispering Linden,Sunspire Heights,Thriving,28.7,13.3,50.4,56.0
FX-2105,Duskmaple,Cragside,Radiant,19.7,23.1,73.9,66.1
FX-2106,Whispering Linden,Sunspire Heights,Thriving,34.5,16.8,56.1,54.6
FX-2107,Goldfan Ginko,Mistfen Reach,Thriving,35.8,16.0,55.4,67.9
FX-2108,Duskmaple,Mistfen Reach,Thriving,18.5,23.3,49.5,68.4
FX-2109,Duskmaple,Hollowdeep,Radiant,14.2,26.3,85.0,65.6
FX-2110,Duskmaple,Mistfen Reach,Thriving,18.3,23.9,48.6,65.5
FX-2111,Palepear,Sunspire Heights,Thriving,17.1,9.1,54.5,47.5
FX-2112,Duskmaple,Mistfen Reach,Radiant,16.8,21.4,78.1,65.0
FX-2113,Goldfan Ginko,Mistfen Reach,Husk,34.6,9.6,5.0,63.5
FX-2114,Glasszelkova,Hollowdeep,Thriving,23.2,10.4,48.8,36.8
FX-2115,Duskmaple,Cragside,Waning,24.0,22.1,30.0,68.4
FX-2116,Whispering Linden,Sunspire Heights,Thriving,34.6,17.8,51.6,51.8
FX-2117,Duskmaple,Cragside,Thriving,15.3,17.5,56.2,67.8
FX-2118,Emberoak,Mistfen Reach,Thriving,28.8,25.1,61.3,60.8
FX-2119,Coralmaple,Mistfen Reach,Husk,26.3,21.8,0.0,54.5
FX-2120,Goldfan Ginko,Cragside,Waning,36.3,9.5,31.8,68.8
FX-2121,Bloomspire,Sunspire Heights,Thriving,22.0,38.8,55.2,73.8
FX-2122,Verdant Ash,Hollowdeep,Thriving,14.7,12.7,53.0,46.4
FX-2123,Ghostplane,Mistfen Reach,Thriving,19.1,35.9,48.4,41.7
FX-2124,Duskmaple,Cragside,Radiant,17.4,24.4,82.3,65.9
FX-2125,Whispering Linden,Mistfen Reach,Thriving,27.9,20.5,56.4,39.7
FX-2126,Thornlace,Sunspire Heights,Thriving,14.9,20.2,48.8,50.7
FX-2127,Duskmaple,Mistfen Reach,Thriving,16.3,26.7,54.5,64.8
FX-2128,Goldfan Ginko,Cragside,Waning,31.5,11.2,38.6,70.8
FX-2129,Ironcrown Oak,Cragside,Husk,24.1,31.0,0.0,63.3
FX-2130,Coralmaple,Mistfen Reach,Thriving,30.5,17.4,62.8,68.0
FX-2131,Whispering Linden,Sunspire Heights,Radiant,26.1,19.0,80.9,53.2
FX-2132,Emberoak,Mistfen Reach,Husk,22.4,25.5,2.9,62.8
FX-2133,Thornlace,Mistfen Reach,Waning,16.8,16.5,27.3,44.1
FX-2134,Duskmaple,Mistfen Reach,Radiant,12.7,21.0,87.9,71.8
FX-2135,Palepear,Sunspire Heights,Thriving,18.0,10.9,57.1,51.3
FX-2136,Palepear,Hollowdeep,Thriving,8.9,5.1,60.0,39.7
FX-2137,Thornlace,Mistfen Reach,Thriving,14.0,12.5,60.2,45.5
FX-2138,Thornlace,Sunspire Heights,Thriving,23.7,16.0,49.7,47.6
FX-2139,Thornlace,Hollowdeep,Thriving,10.4,15.9,50.9,43.3
FX-2140,Thornlace,Sunspire Heights,Radiant,21.5,9.6,92.9,62.0
FX-2141,Verdant Ash,Sunspire Heights,Thriving,21.9,20.5,54.0,57.8
FX-2142,Ghostplane,Mistfen Reach,Thriving,14.1,30.5,51.5,45.2
FX-2143,Whispering Linden,Sunspire Heights,Thriving,31.5,16.8,54.8,56.6
FX-2144,Emberoak,Mistfen Reach,Husk,28.3,24.5,0.0,65.7
FX-2145,Glasszelkova,Hollowdeep,Thriving,22.7,13.2,57.0,47.0
FX-2146,Palepear,Mistfen Reach,Thriving,9.9,9.0,53.2,46.2
FX-2147,Goldfan Ginko,Hollowdeep,Waning,27.2,13.7,37.3,61.3
FX-2148,Goldfan Ginko,Cragside,Radiant,32.3,14.7,81.3,71.5
FX-2149,Palepear,Sunspire Heights,Radiant,17.0,9.6,77.6,57.7
FX-2150,Duskmaple,Cragside,Waning,24.1,24.2,31.7,65.2
FX-2151,Thornlace,Sunspire Heights,Waning,17.6,10.1,36.1,50.9
FX-2152,Emberoak,Cragside,Thriving,25.3,24.3,59.7,73.6
FX-2153,Verdant Ash,Sunspire Heights,Waning,20.2,22.5,28.7,50.5
FX-2154,Bloomspire,Hollowdeep,Waning,19.1,35.6,28.9,61.3
FX-2155,Goldfan Ginko,Cragside,Thriving,36.5,15.0,43.5,68.6
FX-2156,Verdant Ash,Sunspire Heights,Thriving,22.7,21.8,59.3,61.0
FX-2157,Emberoak,Cragside,Thriving,33.2,29.6,54.7,66.6
FX-2158,Duskmaple,Cragside,Waning,21.9,25.3,27.9,64.5
FX-2159,Goldfan Ginko,Cragside,Husk,34.4,13.3,8.8,68.9
FX-2160,Bloomspire,Mistfen Reach,Thriving,21.1,33.6,59.2,59.8
FX-2161,Palepear,Mistfen Reach,Waning,10.5,4.4,35.4,45.7
FX-2162,Verdant Ash,Mistfen Reach,Thriving,15.8,19.2,58.7,44.9
FX-2163,Thornlace,Hollowdeep,Waning,12.8,10.5,34.9,41.2
FX-2164,Thornlace,Mistfen Reach,Thriving,17.5,13.8,57.0,49.3
FX-2165,Ghostplane,Mistfen Reach,Thriving,15.0,35.1,58.9,45.3
FX-2166,Ironcrown Oak,Mistfen Reach,Radiant,21.3,32.5,87.4,63.2
FX-2167,Verdant Ash,Sunspire Heights,Radiant,21.7,24.7,80.9,55.4
FX-2168,Bloomspire,Cragside,Thriving,21.2,38.9,47.3,65.6
FX-2169,Thornlace,Hollowdeep,Thriving,15.3,17.8,58.9,40.1
FX-2170,Coralmaple,Hollowdeep,Thriving,27.1,22.1,61.3,64.0
FX-2171,Ghostplane,Sunspire Heights,Waning,22.0,33.9,28.9,50.6
FX-2172,Ghostplane,Hollowdeep,Thriving,18.6,34.0,59.2,37.0
FX-2173,Thornlace,Sunspire Heights,Thriving,18.1,12.6,56.4,55.3
FX-2174,Whispering Linden,Sunspire Heights,Waning,27.9,15.2,22.5,58.2
FX-2175,Bloomspire,Cragside,Waning,22.5,39.8,33.9,68.8
FX-2176,Ghostplane,Sunspire Heights,Radiant,25.7,36.7,76.9,56.4
FX-2177,Emberoak,Sunspire Heights,Waning,38.2,30.7,37.4,72.2
FX-2178,Ironcrown Oak,Cragside,Thriving,24.0,26.6,48.3,70.2
FX-2179,Emberoak,Mistfen Reach,Thriving,25.2,27.2,47.3,64.6
FX-2180,Palepear,Mistfen Reach,Thriving,14.1,13.0,48.3,46.1
FX-2181,Glasszelkova,Sunspire Heights,Thriving,28.3,6.7,53.3,56.3
FX-2182,Glasszelkova,Sunspire Heights,Waning,32.5,10.9,38.1,51.0
FX-2183,Duskmaple,Cragside,Radiant,19.0,22.6,77.5,69.6
FX-2184,Emberoak,Mistfen Reach,Radiant,22.4,31.3,81.1,68.7
FX-2185,Ironcrown Oak,Sunspire Heights,Radiant,26.5,30.2,88.5,73.3
FX-2186,Palepear,Mistfen Reach,Thriving,10.3,6.6,51.3,45.5
FX-2187,Thornlace,Sunspire Heights,Radiant,20.5,15.7,78.7,57.7
FX-2188,Ghostplane,Mistfen Reach,Thriving,22.5,34.0,66.2,44.9
FX-2189,Coralmaple,Mistfen Reach,Thriving,30.7,16.1,58.1,70.0
FX-2190,Goldfan Ginko,Mistfen Reach,Radiant,38.5,14.2,83.4,70.8
FX-2191,Verdant Ash,Mistfen Reach,Thriving,22.1,16.9,59.1,42.5
FX-2192,Verdant Ash,Hollowdeep,Waning,17.1,15.4,23.6,38.0
FX-2193,Verdant Ash,Mistfen Reach,Waning,16.7,14.1,31.4,46.0
FX-2194,Ghostplane,Sunspire Heights,Thriving,26.7,29.5,60.5,49.7
FX-2195,Ironcrown Oak,Mistfen Reach,Radiant,24.7,31.9,78.1,67.9
FX-2196,Thornlace,Mistfen Reach,Waning,12.0,7.6,24.2,35.6
FX-2197,Coralmaple,Sunspire Heights,Thriving,35.9,26.7,46.5,72.1
FX-2198,Ghostplane,Hollowdeep,Thriving,17.3,31.2,61.2,42.5
FX-2199,Emberoak,Hollowdeep,Thriving,21.9,32.0,56.4,67.7
FX-2200,Ghostplane,Sunspire Heights,Radiant,27.6,34.9,85.5,56.0
FX-2201,Thornlace,Sunspire Heights,Thriving,13.6,11.5,57.4,55.7
FX-2202,Palepear,Sunspire Heights,Radiant,12.8,7.1,86.9,55.9
FX-2203,Verdant Ash,Sunspire Heights,Thriving,18.2,22.1,44.5,55.9
FX-2204,Verdant Ash,Mistfen Reach,Waning,17.3,21.5,37.4,40.8
FX-2205,Duskmaple,Cragside,Thriving,19.7,24.5,58.1,69.2
FX-2206,Thornlace,Sunspire Heights,Thriving,18.2,10.4,47.4,55.9
FX-2207,Verdant Ash,Mistfen Reach,Thriving,14.5,22.7,47.0,50.4
FX-2208,Whispering Linden,Mistfen Reach,Thriving,21.3,16.6,48.6,43.2
FX-2209,Ghostplane,Mistfen Reach,Thriving,26.8,32.3,43.2,44.8
FX-2210,Glasszelkova,Mistfen Reach,Radiant,28.3,17.5,88.9,45.3
FX-2211,Coralmaple,Mistfen Reach,Waning,28.7,16.6,33.3,59.1
FX-2212,Ghostplane,Hollowdeep,Thriving,19.2,34.9,50.1,47.6
FX-2213,Bloomspire,Mistfen Reach,Thriving,15.4,34.5,55.9,67.8
FX-2214,Whispering Linden,Sunspire Heights,Thriving,31.5,19.9,52.9,48.8
FX-2215,Duskmaple,Sunspire Heights,Waning,21.3,22.3,21.3,72.3
FX-2216,Whispering Linden,Sunspire Heights,Thriving,31.4,16.1,53.3,54.2
FX-2217,Ironcrown Oak,Hollowdeep,Waning,24.0,29.9,35.4,61.5
FX-2218,Glasszelkova,Sunspire Heights,Thriving,32.5,10.9,52.2,53.1
FX-2219,Coralmaple,Hollowdeep,Thriving,28.3,18.4,50.5,64.3
FX-2220,Whispering Linden,Mistfen Reach,Radiant,22.7,20.9,62.0,53.2
FX-2221,Duskmaple,Mistfen Reach,Thriving,15.7,24.4,69.7,67.0
FX-2222,Glasszelkova,Sunspire Heights,Radiant,31.4,3.0,74.9,58.1
FX-2223,Bloomspire,Cragside,Radiant,22.6,36.1,81.7,69.6
FX-2224,Duskmaple,Mistfen Reach,Radiant,16.7,19.8,84.4,66.2
FX-2225,Ghostplane,Mistfen Reach,Radiant,18.9,31.6,76.3,45.6
FX-2226,Ghostplane,Mistfen Reach,Radiant,18.1,30.0,76.1,47.7
FX-2227,Verdant Ash,Mistfen Reach,Radiant,19.3,17.0,91.2,45.0
FX-2228,Emberoak,Cragside,Thriving,31.3,31.2,60.5,68.5
FX-2229,Emberoak,Mistfen Reach,Thriving,23.8,25.9,54.1,61.0
FX-2230,Thornlace,Sunspire Heights,Thriving,20.3,13.1,49.0,49.4
FX-2231,Thornlace,Hollowdeep,Radiant,13.4,8.8,84.1,41.9
FX-2232,Duskmaple,Sunspire Heights,Radiant,23.4,19.5,81.7,78.5
FX-2233,Duskmaple,Cragside,Thriving,20.4,24.3,46.8,70.0
FX-2234,Verdant Ash,Mistfen Reach,Thriving,14.7,18.8,39.0,38.2
FX-2235,Bloomspire,Mistfen Reach,Husk,23.8,33.4,4.7,63.8
FX-2236,Thornlace,Hollowdeep,Radiant,15.8,12.4,75.2,50.5
FX-2237,Duskmaple,Cragside,Radiant,16.2,21.7,82.7,65.8
FX-2238,Whispering Linden,Mistfen Reach,Thriving,29.5,19.9,55.0,42.7
FX-2239,Verdant Ash,Sunspire Heights,Thriving,24.9,20.2,62.1,58.0
FX-2240,Thornlace,Mistfen Reach,Thriving,14.1,10.5,63.5,45.8
FX-2241,Glasszelkova,Sunspire Heights,Thriving,36.1,10.9,55.8,54.0
FX-2242,Ironcrown Oak,Mistfen Reach,Waning,24.1,29.1,21.3,64.4
FX-2243,Ghostplane,Mistfen Reach,Waning,25.0,31.9,35.3,46.8
FX-2244,Palepear,Sunspire Heights,Thriving,18.2,7.9,67.3,53.6
