lichen_isolate,gene_id,expression,expression_normalized
S169,XAN_4418,269,-0.09652
S170,XAN_4418,271,1.597674
S171,XAN_4418,269.7,1.264326
S172,XAN_4418,269.9,0.91529
S173,XAN_4418,268.9,0.23469
S174,XAN_4418,271.6,1.615621
S175,XAN_4418,268.9,-1.136639
S176,XAN_4418,269.3,0.104505
S177,XAN_4418,269.3,0.077028
S178,XAN_4418,270.9,1.425788
S179,XAN_4418,268.7,-0.475631
S180,XAN_4418,270.1,1.211636
S181,XAN_4418,270.1,1.025846
S182,XAN_4418,270.7,1.695992
S183,XAN_4418,268.6,-0.688115
S184,XAN_4418,270.2,0.806583
S185,XAN_4418,270.2,0.369317
S186,XAN_4418,269.5,0.479629
S187,XAN_4418,268.9,-1.032082
S188,XAN_4418,267.7,-1.468775
S189,XAN_4418,269.1,-0.665794
S190,XAN_4418,269.4,-0.11176
S191,XAN_4418,270.2,0.830607
S192,XAN_4418,268.8,-0.965286
S193,XAN_4418,268.6,-1.404104
S194,XAN_4418,267.6,-2.126419
S195,XAN_4418,269.7,-0.075241
S196,XAN_4418,269.6,0.741355
S197,XAN_4418,268.3,-0.842601
S198,XAN_4418,267.8,-1.844113
S199,XAN_4418,268.7,-0.915977
S200,XAN_4418,269.5,0.016786
S001,XAN_4574,436.6,-2.299819
S002,XAN_4574,439.6,0.272965
S003,XAN_4574,438.3,-1.237576
S004,XAN_4574,439.4,0.603922
S005,XAN_4574,440.3,2.072947
S006,XAN_4574,439.5,0.600673
S007,XAN_4574,439.4,0.235378
S008,XAN_4574,439.4,-0.273532
S009,XAN_4574,439.3,0.41418
S010,XAN_4574,439.5,0.672595
S011,XAN_4574,439.4,-0.080381
S012,XAN_4574,438.5,-0.575949
S013,XAN_4574,439,0.782493
S014,XAN_4574,440.9,1.660027
S015,XAN_4574,439.8,1.126787
S016,XAN_4574,439.5,0.513672
S017,XAN_4574,437.7,-1.311386
S018,XAN_4574,438.2,-1.064634
S019,XAN_4574,438.9,-0.312814
S020,XAN_4574,439,-0.235237
S021,XAN_4574,440.1,1.222566
S022,XAN_4574,437.3,-1.84232
S023,XAN_4574,438.7,-0.003473
S024,XAN_4574,437.8,-1.803272
S025,XAN_4574,439.5,0.051352
S026,XAN_4574,439.6,0.808107
S027,XAN_4574,439.3,0.952325
S028,XAN_4574,440.5,1.539934
S029,XAN_4574,439.3,0.45597
S030,XAN_4574,439.6,0.373159
S031,XAN_4574,437.1,-2.697739
S032,XAN_4574,439.6,1.066673
S033,XAN_4574,436.8,-2.576838
S034,XAN_4574,438.8,0.233887
S035,XAN_4574,437.7,-1.316216
S036,XAN_4574,439.3,0.084711
S037,XAN_4574,439.8,0.578394
S038,XAN_4574,439.2,0.667635
S039,XAN_4574,439.6,1.425506
S040,XAN_4574,438.3,-0.813295
S041,XAN_4574,439.2,0.946769
S042,XAN_4574,439.4,1.0213
S043,XAN_4574,436.9,-2.651786
S044,XAN_4574,440.4,1.411604
S045,XAN_4574,439.5,-0.269612
S046,XAN_4574,439.6,-0.29445
S047,XAN_4574,438.6,0.150955
S048,XAN_4574,439.1,0.723204
S049,XAN_4574,439.5,0.615851
S050,XAN_4574,439.8,1.45787
S051,XAN_4574,440,1.813242
S052,XAN_4574,438.4,-0.088729
S053,XAN_4574,437.7,-1.352033
S054,XAN_4574,438.6,-0.369871
S055,XAN_4574,438,-0.843059
S056,XAN_4574,439.9,0.969107
S057,XAN_4574,438.8,-0.355344
S058,XAN_4574,441,2.015509
S059,XAN_4574,440,0.818962
S060,XAN_4574,439,0.368429
S061,XAN_4574,439,0.554958
S062,XAN_4574,439.4,0.081804
S063,XAN_4574,439.6,1.863159
S064,XAN_4574,439.3,0.439776
S065,XAN_4574,439.7,0.688334
S066,XAN_4574,439.5,1.498884
S067,XAN_4574,439.7,0.196136
S068,XAN_4574,439.5,1.122881
S069,XAN_4574,438.3,-1.259982
S070,XAN_4574,438.9,-0.701614
S071,XAN_4574,439.9,1.354502
S072,XAN_4574,439.2,0.27582
S073,XAN_4574,438.5,-0.522945
S074,XAN_4574,440.6,2.101753
S075,XAN_4574,438.5,-0.050785
S076,XAN_4574,437.7,-1.524629
S077,XAN_4574,436.9,-1.361274
S078,XAN_4574,438.8,-0.620134
S079,XAN_4574,437,-1.500533
S080,XAN_4574,438.4,-1.294144
S081,XAN_4574,439,0.220069
S082,XAN_4574,440,0.536501
S083,XAN_4574,438.3,-0.499296
S084,XAN_4574,438.7,-1.000124
S085,XAN_4574,439.1,-0.26899
S086,XAN_4574,439.6,0.42252
S087,XAN_4574,438.8,-0.428051
S088,XAN_4574,439,0.003073
S089,XAN_4574,439.5,0.410022
S090,XAN_4574,438.3,-1.215638
S091,XAN_4574,437.7,-1.373995
S092,XAN_4574,442.2,2.492016
S093,XAN_4574,439.5,0.05862
S094,XAN_4574,438.9,-0.971337
S095,XAN_4574,438.3,-0.976694
S096,XAN_4574,439.7,1.010788
S097,XAN_4574,440.5,1.524447
S098,XAN_4574,436.7,-2.239227
S099,XAN_4574,437.3,-1.878283
S100,XAN_4574,438,-1.556483
S101,XAN_4574,439.6,0.273939
S102,XAN_4574,439.7,1.507509
S103,XAN_4574,439.9,1.28965
S104,XAN_4574,439.3,0.796511
S105,XAN_4574,437.5,-2.127955
S106,XAN_4574,438.7,-1.217067
S107,XAN_4574,438.2,-1.16064
S108,XAN_4574,440.9,1.323688
S109,XAN_4574,438.9,-0.537442
S110,XAN_4574,437.8,-1.338348
S111,XAN_4574,438.8,-0.805842
S112,XAN_4574,438.8,-0.390407
S113,XAN_4574,438.8,-1.026898
S114,XAN_4574,438.9,-0.151691
S115,XAN_4574,439.1,-0.467115
S116,XAN_4574,439.7,0.276531
S117,XAN_4574,439.1,-1.124682
S118,XAN_4574,438.5,-1.5839
S119,XAN_4574,438.7,-1.225914
S120,XAN_4574,439.3,0.165064
S121,XAN_4574,439.9,0.377294
S122,XAN_4574,438.7,-0.397167
S123,XAN_4574,438.4,-0.239579
S124,XAN_4574,438.4,-0.263168
S125,XAN_4574,439.3,-0.083623
S126,XAN_4574,439.7,0.806023
S127,XAN_4574,439.4,0.364336
S128,XAN_4574,438.3,-0.414828
S129,XAN_4574,439.7,1.122173
S130,XAN_4574,437.9,-1.076881
S131,XAN_4574,439.2,0.653784
S132,XAN_4574,440,1.864177
S133,XAN_4574,439.1,0.100559
S134,XAN_4574,440.2,1.130112
S135,XAN_4574,438.9,-1.08493
S136,XAN_4574,439.8,1.317254
S137,XAN_4574,441.6,2.046285
S138,XAN_4574,439.2,0.024107
S139,XAN_4574,440.1,1.816508
S140,XAN_4574,438.9,-0.239206
S141,XAN_4574,439.5,0.311241
S142,XAN_4574,438.8,-0.375602
S143,XAN_4574,438.3,-0.606244
S144,XAN_4574,440,1.316406
S145,XAN_4574,439.3,0.86041
S146,XAN_4574,439.1,0.472671
S147,XAN_4574,438.6,-0.070446
S148,XAN_4574,438.7,-0.082653
S149,XAN_4574,439.6,0.228521
S150,XAN_4574,439.4,0.58816
S151,XAN_4574,438.3,-2.249773
S152,XAN_4574,439.5,0.366429
S153,XAN_4574,438.1,-1.590825
S154,XAN_4574,438.3,-0.954151
S155,XAN_4574,438.8,-0.747196
S156,XAN_4574,438.4,-1.028519
S157,XAN_4574,439.1,-2.269466
S158,XAN_4574,441.3,1.509601
S159,XAN_4574,439.2,0.662604
S160,XAN_4574,439.4,0.633425
S161,XAN_4574,439.5,0.40796
S162,XAN_4574,441.2,1.781123
S163,XAN_4574,438.8,0.1072
S164,XAN_4574,438.4,-0.204871
S165,XAN_4574,439.1,0.243755
S166,XAN_4574,439.6,0.356021
S167,XAN_4574,439.4,0.772498
S168,XAN_4574,438.8,-0.788832
S169,XAN_4574,438.1,-0.664088
S170,XAN_4574,440.5,1.470461
S171,XAN_4574,439.3,1.262076
S172,XAN_4574,439.7,1.211861
S173,XAN_4574,438.8,0.522926
S174,XAN_4574,441.6,1.874763
S175,XAN_4574,438.4,-1.332266
S176,XAN_4574,438.6,-0.477338
S177,XAN_4574,438.9,0.071961
S178,XAN_4574,440.2,1.066045
S179,XAN_4574,438.7,0.035014000000000003
S180,XAN_4574,439.9,1.544474
S181,XAN_4574,439.1,0.089073
S182,XAN_4574,440.5,1.960131
S183,XAN_4574,438,-0.980527
S184,XAN_4574,439.6,0.610286
S185,XAN_4574,439.7,0.273706
S186,XAN_4574,438.6,-0.193622
S187,XAN_4574,438.4,-1.126499
S188,XAN_4574,438,-1.043111
S189,XAN_4574,438.9,-0.498977
S190,XAN_4574,438.6,-0.550707
S191,XAN_4574,439.5,0.413067
S192,XAN_4574,438.1,-1.308958
S193,XAN_4574,438.7,-0.338495
S194,XAN_4574,437.6,-1.833736
S195,XAN_4574,439.1,-0.39197
S196,XAN_4574,439.3,0.8627
S197,XAN_4574,437.8,-0.945279
S198,XAN_4574,437.3,-1.954071
S199,XAN_4574,437.9,-1.350156
S200,XAN_4574,439.5,0.445814
S001,XAN_5119,296.5,0.703178
S002,XAN_5119,294.9,-2.56005
S003,XAN_5119,294.9,-2.002423
S004,XAN_5119,297,0.911419
S005,XAN_5119,295.4,-0.482193
S006,XAN_5119,296.9,0.667677
S007,XAN_5119,296.4,-0.096188
S008,XAN_5119,298,1.342046
S009,XAN_5119,297.9,1.6387
S010,XAN_5119,296.9,0.75951
S011,XAN_5119,296.9,0.189536
S012,XAN_5119,297.8,1.427186
S013,XAN_5119,296,0.345501
S014,XAN_5119,295.9,-0.879635
S015,XAN_5119,295.7,-0.5334
S016,XAN_5119,295.6,-0.752872
S017,XAN_5119,294.7,-1.504535
S018,XAN_5119,296.8,0.019689
S019,XAN_5119,296.9,0.615493
S020,XAN_5119,297,0.585472
S021,XAN_5119,297.7,1.442858
S022,XAN_5119,297.2,0.642115
S023,XAN_5119,296,0.023342
S024,XAN_5119,296.7,0.502222
S025,XAN_5119,296.7,-0.11884
S026,XAN_5119,296.6,0.425819
S027,XAN_5119,294.6,-1.993114
S028,XAN_5119,295.9,-1.549393
S029,XAN_5119,296.8,0.717195
S030,XAN_5119,296.1,-0.423875
S031,XAN_5119,295.8,-0.584955
S032,XAN_5119,295.1,-1.485023
S033,XAN_5119,295.9,-0.009251
S034,XAN_5119,296.9,1.36847
S035,XAN_5119,295.3,-0.911453
S036,XAN_5119,294.9,-1.678679
S037,XAN_5119,296.7,-0.38019
S038,XAN_5119,296.1,0.295269
S039,XAN_5119,294.8,-1.616576
S040,XAN_5119,295.1,-1.381675
S041,XAN_5119,295.8,-0.369152
S042,XAN_5119,295.7,-0.051663
S043,XAN_5119,295.4,-1.29294
S044,XAN_5119,296.6,0.171604
S045,XAN_5119,298.1,1.147025
S046,XAN_5119,298.4,1.008552
S047,XAN_5119,295.6,-0.090537
S048,XAN_5119,295.6,-0.615285
S049,XAN_5119,296.1,-0.21677
S050,XAN_5119,295.4,-1.196696
S051,XAN_5119,297.2,1.604072
S052,XAN_5119,296.6,1.80239
S053,XAN_5119,296.6,2.079983
S054,XAN_5119,295.7,-0.531267
S055,XAN_5119,296.8,1.194993
S056,XAN_5119,295.4,-0.865955
S057,XAN_5119,297.2,1.192106
S058,XAN_5119,297.8,1.276472
S059,XAN_5119,295.1,-2.578189
S060,XAN_5119,296,-0.198627
S061,XAN_5119,297.1,1.756393
S062,XAN_5119,296,-0.685095
S063,XAN_5119,295.5,-0.308422
S064,XAN_5119,295.6,-1.121428
S065,XAN_5119,295.6,-1.030587
S066,XAN_5119,295.5,0.165186
S067,XAN_5119,297.3,0.608221
S068,XAN_5119,295.4,-1.093874
S069,XAN_5119,297.1,0.598275
S070,XAN_5119,296.7,0.097854
S071,XAN_5119,296.2,0.005193
S072,XAN_5119,298.2,2.487202
S073,XAN_5119,295.5,-0.860632
S074,XAN_5119,295,-1.382084
S075,XAN_5119,296.6,0.819396
S076,XAN_5119,296.6,0.099822
S077,XAN_5119,297.2,1.179581
S078,XAN_5119,294.8,-2.657188
S079,XAN_5119,296,0.475888
S080,XAN_5119,298.6,1.742487
S081,XAN_5119,296.4,0.304878
S082,XAN_5119,295.6,-1.059716
S083,XAN_5119,297.6,1.356857
S084,XAN_5119,296,-0.975029
S085,XAN_5119,297.1,0.819632
S086,XAN_5119,296.9,0.388845
S087,XAN_5119,298.5,1.519076
S088,XAN_5119,297.1,0.926304
S089,XAN_5119,295,-1.431788
S090,XAN_5119,294.7,-1.938958
S091,XAN_5119,297.3,1.241092
S092,XAN_5119,295.6,-1.126336
S093,XAN_5119,296.9,0.156961
S094,XAN_5119,296.2,-0.962479
S095,XAN_5119,295.4,-1.149451
S096,XAN_5119,296.5,0.315601
S097,XAN_5119,298.1,1.679113
S098,XAN_5119,296.9,1.062122
S099,XAN_5119,296.4,0.821969
S100,XAN_5119,296.3,-0.225112
S101,XAN_5119,297.7,1.077199
S102,XAN_5119,296.4,0.517075
S103,XAN_5119,296.8,0.390433
S104,XAN_5119,296.8,0.935798
S105,XAN_5119,296.9,0.651415
S106,XAN_5119,297.3,0.713703
S107,XAN_5119,296.3,-0.0682
S108,XAN_5119,298.1,1.076577
S109,XAN_5119,297.4,0.587115
S110,XAN_5119,296.4,0.217761
S111,XAN_5119,296.7,-0.183681
S112,XAN_5119,295.5,-1.394881
S113,XAN_5119,297.3,0.969099
S114,XAN_5119,295.9,-0.445584
S115,XAN_5119,295.2,-1.612862
S116,XAN_5119,295.4,-1.30441
S117,XAN_5119,297,-0.417408
S118,XAN_5119,296.6,-0.210521
S119,XAN_5119,295.8,-1.415335
S120,XAN_5119,294.9,-1.766038
S121,XAN_5119,295.8,-0.784412
S122,XAN_5119,294.9,-1.750201
S123,XAN_5119,295,-0.96554
S124,XAN_5119,295.1,-0.893208
S125,XAN_5119,296.4,-0.25939
S126,XAN_5119,296,-0.220249
S127,XAN_5119,296.2,-0.360468
S128,XAN_5119,299.1,1.731354
S129,XAN_5119,296.8,0.821966
S130,XAN_5119,295.4,-0.627653
S131,XAN_5119,296.1,-0.007728
S132,XAN_5119,295.4,-0.707934
S133,XAN_5119,295.4,-0.858061
S134,XAN_5119,297.8,1.329175
S135,XAN_5119,296.3,-0.958559
S136,XAN_5119,296.8,0.845714
S137,XAN_5119,297.7,0.856678
S138,XAN_5119,297,0.461179
S139,XAN_5119,296.2,0.049527
S140,XAN_5119,295.5,-1.079705
S141,XAN_5119,296.1,-0.367391
S142,XAN_5119,295.4,-1.693331
S143,XAN_5119,296.3,0.029017
S144,XAN_5119,294.9,-0.829453
S145,XAN_5119,294.7,-1.978791
S146,XAN_5119,296.1,0.174074
S147,XAN_5119,297.6,1.486612
S148,XAN_5119,297.1,1.037961
S149,XAN_5119,297.2,0.463169
S150,XAN_5119,296.6,0.442674
S151,XAN_5119,295.9,-1.659108
S152,XAN_5119,294,-2.225572
S153,XAN_5119,297.1,1.289841
S154,XAN_5119,295.9,-0.716931
S155,XAN_5119,296.3,-0.525525
S156,XAN_5119,298,2.076937
S157,XAN_5119,297.3,-0.32502
S158,XAN_5119,296.4,-0.243081
S159,XAN_5119,296.4,0.498062
S160,XAN_5119,295.9,-0.695314
S161,XAN_5119,297.7,1.292941
S162,XAN_5119,294.9,-1.525646
S163,XAN_5119,296.4,0.729587
S164,XAN_5119,297.3,1.965495
S165,XAN_5119,296.4,0.240779
S166,XAN_5119,294.5,-1.909857
S167,XAN_5119,296.3,0.303062
S168,XAN_5119,296.4,-0.275944
S169,XAN_5119,294.9,-1.118346
S170,XAN_5119,295.6,-1.559965
S171,XAN_5119,295.5,-0.035957
S172,XAN_5119,295.8,-0.515011
S173,XAN_5119,296.4,0.817198
S174,XAN_5119,297,0.662531
S175,XAN_5119,296.9,0.761063
S176,XAN_5119,297,1.540071
S177,XAN_5119,296.7,0.524691
S178,XAN_5119,298.7,2.362818
S179,XAN_5119,296,0.065003
S180,XAN_5119,296.1,-0.24333
S181,XAN_5119,295,-1.966806
S182,XAN_5119,296.6,0.409195
S183,XAN_5119,296.7,0.924253
S184,XAN_5119,296.8,0.482553
S185,XAN_5119,297.9,1.060083
S186,XAN_5119,297.5,1.847413
S187,XAN_5119,297.6,0.451868
S188,XAN_5119,295.1,-1.117805
S189,XAN_5119,298.9,1.695066
S190,XAN_5119,298,1.613933
S191,XAN_5119,296.3,-0.283855
S192,XAN_5119,297.6,1.043331
S193,XAN_5119,296.5,0.732207
S194,XAN_5119,295.8,-1.112323
S195,XAN_5119,296.1,-0.836981
S196,XAN_5119,295.2,-0.790695
S197,XAN_5119,295.7,-0.367915
S198,XAN_5119,294.5,-1.936391
S199,XAN_5119,295.4,-1.073837
S200,XAN_5119,298,1.630443
S001,XAN_5341,437.3,1.054667
S002,XAN_5341,435.7,-2.040403
S003,XAN_5341,436.1,-1.104098
S004,XAN_5341,438.1,1.577886
S005,XAN_5341,436.1,-0.190065
S006,XAN_5341,437.9,1.154192
S007,XAN_5341,436.2,-0.753944
S008,XAN_5341,438.6,1.447955
S009,XAN_5341,436.9,0.24219
S010,XAN_5341,437.2,0.543651
S011,XAN_5341,437.4,0.221539
S012,XAN_5341,437.9,1.039367
S013,XAN_5341,437.2,1.418515
S014,XAN_5341,435.8,-1.433783
S015,XAN_5341,435.4,-1.353801
S016,XAN_5341,436.6,-0.191087
S017,XAN_5341,435.3,-1.33092
S018,XAN_5341,437.3,0.038863
S019,XAN_5341,437.1,0.263139
S020,XAN_5341,438.6,1.849034
S021,XAN_5341,437.9,1.158827
S022,XAN_5341,437.7,0.652719
S023,XAN_5341,435.4,-1.092859
S024,XAN_5341,437.5,0.936788
S025,XAN_5341,437.9,0.801862
S026,XAN_5341,437.3,0.679763
S027,XAN_5341,434.7,-2.424383
S028,XAN_5341,436.9,-0.72033
S029,XAN_5341,437.3,0.751431
S030,XAN_5341,435.8,-1.11826
S031,XAN_5341,436.6,-0.108777
S032,XAN_5341,435.9,-0.974648
S033,XAN_5341,436.5,0.186281
S034,XAN_5341,437,0.859638
S035,XAN_5341,435.5,-1.138172
S036,XAN_5341,435.2,-1.792493
S037,XAN_5341,437.4,0.089419
S038,XAN_5341,436.6,0.336836
S039,XAN_5341,436,-0.528596
S040,XAN_5341,435.1,-1.898743
S041,XAN_5341,436.8,0.631075
S042,XAN_5341,436.2,0.00931
S043,XAN_5341,436.4,-0.736455
S044,XAN_5341,436.8,-0.099325
S045,XAN_5341,438.2,0.696342
S046,XAN_5341,438.5,0.640463
S047,XAN_5341,436.7,0.487005
S048,XAN_5341,435.9,-0.836191
S049,XAN_5341,436.6,-0.164616
S050,XAN_5341,436.4,-0.359891
S051,XAN_5341,437.8,1.74191
S052,XAN_5341,436.2,0.117708
S053,XAN_5341,436.8,1.551979
S054,XAN_5341,436.1,-0.568319
S055,XAN_5341,436.9,0.723769
S056,XAN_5341,436.1,-0.607886
S057,XAN_5341,438,1.610684
S058,XAN_5341,438.4,1.381383
S059,XAN_5341,436.2,-1.590896
S060,XAN_5341,436.7,0.266018
S061,XAN_5341,437.2,1.199115
S062,XAN_5341,435.8,-1.352234
S063,XAN_5341,435.5,-0.94318
S064,XAN_5341,436.6,-0.283385
S065,XAN_5341,436.7,-0.265641
S066,XAN_5341,436.2,0.423992
S067,XAN_5341,437.7,0.465884
S068,XAN_5341,435.4,-1.74013
S069,XAN_5341,437.2,0.15178
S070,XAN_5341,437.4,0.443675
S071,XAN_5341,435.8,-1.052792
S072,XAN_5341,438,1.574344
S073,XAN_5341,436,-0.777621
S074,XAN_5341,434.5,-2.412563
S075,XAN_5341,437.6,1.353788
S076,XAN_5341,436.1,-0.80092
S077,XAN_5341,437.1,0.719672
S078,XAN_5341,435.8,-1.750856
S079,XAN_5341,435.8,-0.199855
S080,XAN_5341,439.2,1.809568
S081,XAN_5341,437.5,0.809308
S082,XAN_5341,434.9,-2.056064
S083,XAN_5341,437.6,0.917855
S084,XAN_5341,436.1,-1.322952
S085,XAN_5341,436.8,-0.368069
S086,XAN_5341,436.4,-0.468269
S087,XAN_5341,439,1.495932
S088,XAN_5341,437.9,1.277055
S089,XAN_5341,435,-1.838904
S090,XAN_5341,435.3,-1.780251
S091,XAN_5341,438.3,1.779842
S092,XAN_5341,436.6,-0.646504
S093,XAN_5341,437.8,0.734107
S094,XAN_5341,436.9,-0.767219
S095,XAN_5341,437,0.172087
S096,XAN_5341,436.7,-0.013214
S097,XAN_5341,438.5,1.592026
S098,XAN_5341,438.1,1.816097
S099,XAN_5341,436.9,0.873207
S100,XAN_5341,437.1,0.184866
S101,XAN_5341,438.3,1.175127
S102,XAN_5341,436.1,-0.618873
S103,XAN_5341,436.2,-1.655921
S104,XAN_5341,437.3,0.954053
S105,XAN_5341,437.9,1.287986
S106,XAN_5341,436.8,-0.686461
S107,XAN_5341,436.3,-0.634253
S108,XAN_5341,438.7,1.164546
S109,XAN_5341,438,0.682134
S110,XAN_5341,437.5,0.911351
S111,XAN_5341,436.5,-0.839658
S112,XAN_5341,436.5,-0.448299
S113,XAN_5341,436.9,-0.44655
S114,XAN_5341,436.5,-0.294354
S115,XAN_5341,436.2,-1.081253
S116,XAN_5341,436.9,-0.307786
S117,XAN_5341,437,-0.970254
S118,XAN_5341,437,-0.319757
S119,XAN_5341,436.4,-1.251387
S120,XAN_5341,436,-1.018686
S121,XAN_5341,436.5,-0.586104
S122,XAN_5341,436.4,-0.426869
S123,XAN_5341,435.6,-0.769604
S124,XAN_5341,435.5,-0.916038
S125,XAN_5341,437.1,-0.072636
S126,XAN_5341,436,-0.648438
S127,XAN_5341,437.1,0.235157
S128,XAN_5341,439.7,1.761288
S129,XAN_5341,436.5,-0.101832
S130,XAN_5341,435.6,-0.986726
S131,XAN_5341,436.4,-0.246683
S132,XAN_5341,436.1,-0.365885
S133,XAN_5341,436.2,-0.515738
S134,XAN_5341,437.9,0.974762
S135,XAN_5341,437.5,-0.139314
S136,XAN_5341,438.2,2.049698
S137,XAN_5341,437.3,0.098434
S138,XAN_5341,437.8,0.736269
S139,XAN_5341,436.4,-0.29517
S140,XAN_5341,436.7,-0.174124
S141,XAN_5341,435.9,-0.955088
S142,XAN_5341,435.7,-1.937246
S143,XAN_5341,436.9,0.1443
S144,XAN_5341,435,-1.094647
S145,XAN_5341,435,-2.133724
S146,XAN_5341,436.7,0.314657
S147,XAN_5341,437.6,1.050163
S148,XAN_5341,437.3,0.762923
S149,XAN_5341,437.2,0.040877
S150,XAN_5341,437.8,1.277037
S151,XAN_5341,436.5,-1.409218
S152,XAN_5341,435.6,-1.147902
S153,XAN_5341,437.2,0.681466
S154,XAN_5341,436.7,-0.485913
S155,XAN_5341,436.4,-0.880114
S156,XAN_5341,438.1,1.546156
S157,XAN_5341,438.3,0.743621
S158,XAN_5341,437.4,0.144815
S159,XAN_5341,436.1,-0.608627
S160,XAN_5341,435.9,-1.393169
S161,XAN_5341,438.6,1.683404
S162,XAN_5341,435.2,-1.623431
S163,XAN_5341,435.5,-1.857549
S164,XAN_5341,437.6,1.721033
S165,XAN_5341,437.5,0.8574
S166,XAN_5341,434.7,-2.091408
S167,XAN_5341,436.6,0.132098
S168,XAN_5341,436.1,-1.468992
S169,XAN_5341,435.4,-1.031568
S170,XAN_5341,435.3,-2.501026
S171,XAN_5341,437.4,1.615716
S172,XAN_5341,436.6,-0.035093
S173,XAN_5341,436.7,0.671393
S174,XAN_5341,437.6,0.72957
S175,XAN_5341,437,0.144554
S176,XAN_5341,437.7,1.917435
S177,XAN_5341,437.1,0.462846
S178,XAN_5341,439.5,2.658499
S179,XAN_5341,436.9,0.600701
S180,XAN_5341,436.6,-0.172685
S181,XAN_5341,435,-2.559682
S182,XAN_5341,437.2,0.560988
S183,XAN_5341,436.8,0.457947
S184,XAN_5341,438.2,1.316528
S185,XAN_5341,437.8,0.516635
S186,XAN_5341,438.3,2.213996
S187,XAN_5341,437.5,-0.020574
S188,XAN_5341,435.4,-1.1863
S189,XAN_5341,439.7,1.897041
S190,XAN_5341,438.6,1.698921
S191,XAN_5341,436.9,-0.104577
S192,XAN_5341,438.2,1.143103
S193,XAN_5341,436.8,0.404611
S194,XAN_5341,436.7,-0.792934
S195,XAN_5341,436.7,-0.627465
S196,XAN_5341,435.4,-1.04396
S197,XAN_5341,436,-0.482046
S198,XAN_5341,435.7,-1.265163
S199,XAN_5341,436.7,-0.24006
S200,XAN_5341,436.9,0.046799
S001,XAN_5501,161.2,-0.327654
S002,XAN_5501,162.5,0.093299000000000007
S003,XAN_5501,163,0.820254
S004,XAN_5501,162.1,0.267269
S005,XAN_5501,161.4,-0.098339
S006,XAN_5501,160.6,-1.191206
S007,XAN_5501,162.4,0.222786
S008,XAN_5501,162,-0.779127
S009,XAN_5501,161.4,-0.41919
S010,XAN_5501,162,0.04037
S011,XAN_5501,161.5,-1.431721
S012,XAN_5501,161.6,-0.403923
S013,XAN_5501,162.3,1.252249
S014,XAN_5501,164,1.590558
S015,XAN_5501,162.6,0.845186
S016,XAN_5501,160.7,-1.302828
S017,XAN_5501,162.7,0.642735
S018,XAN_5501,163.1,0.489601
S019,XAN_5501,161.9,-0.263175
S020,XAN_5501,161.4,-0.879825
S021,XAN_5501,162.3,0.396249
S022,XAN_5501,159.8,-2.102634
S023,XAN_5501,160.2,-1.53322
S024,XAN_5501,161.9,-0.144151
S025,XAN_5501,161.2,-1.620208
S026,XAN_5501,161.3,-0.655012
S027,XAN_5501,161.6,-0.040536
S028,XAN_5501,162.8,0.302776
S029,XAN_5501,162.4,0.590729
S030,XAN_5501,161.2,-0.947729
S031,XAN_5501,162.6,0.936667
S032,XAN_5501,160.9,-1.263735
S033,XAN_5501,161.6,0.039212
S034,XAN_5501,162.1,0.703563
S035,XAN_5501,161.2,-0.654241
S036,XAN_5501,162.8,0.579562
S037,XAN_5501,161.5,-2.208064
S038,XAN_5501,160.6,-0.732381
S039,XAN_5501,161.9,0.414962
S040,XAN_5501,162.2,0.416302
S041,XAN_5501,161.5,-0.294815
S042,XAN_5501,160.7,-0.716549
S043,XAN_5501,162.6,0.224247
S044,XAN_5501,162.4,0.28733
S045,XAN_5501,161.7,-1.158583
S046,XAN_5501,162.3,-0.581987
S047,XAN_5501,162.7,1.169106
S048,XAN_5501,161.3,-0.537759
S049,XAN_5501,162.3,0.369692
S050,XAN_5501,161.6,-0.382728
S051,XAN_5501,162.2,0.737291
S052,XAN_5501,162.1,1.443912
S053,XAN_5501,161.6,0.73572
S054,XAN_5501,161.6,-0.304649
S055,XAN_5501,160.2,-1.680142
S056,XAN_5501,160.8,-1.100513
S057,XAN_5501,161.8,-0.288794
S058,XAN_5501,161.9,-0.559144
S059,XAN_5501,163.3,1.145597
S060,XAN_5501,162.1,0.607296
S061,XAN_5501,161.5,-0.126605
S062,XAN_5501,162.7,0.376566
S063,XAN_5501,160.6,-1.110809
S064,XAN_5501,162.6,0.882261
S065,XAN_5501,161,-1.320872
S066,XAN_5501,161.3,0.312059
S067,XAN_5501,161.5,-1.742716
S068,XAN_5501,162,0.33821
S069,XAN_5501,160.8,-1.721743
S070,XAN_5501,162.8,0.721544
S071,XAN_5501,162.5,0.780802
S072,XAN_5501,161.1,-1.107027
S073,XAN_5501,160.6,-1.545462
S074,XAN_5501,163.2,1.498855
S075,XAN_5501,162.5,1.035398
S076,XAN_5501,163.5,1.228227
S077,XAN_5501,163.1,1.331992
S078,XAN_5501,161.9,-0.390036
S079,XAN_5501,161.3,0.096382
S080,XAN_5501,161.6,-1.003486
S081,XAN_5501,161.9,0.163856
S082,XAN_5501,162.8,0.295685
S083,XAN_5501,163.3,1.340943
S084,XAN_5501,162.6,-0.045634
S085,XAN_5501,163.5,1.875422
S086,XAN_5501,162.3,0.130691
S087,XAN_5501,161.6,-0.545259
S088,XAN_5501,160,-2.188173
S089,XAN_5501,163.9,1.751117
S090,XAN_5501,162.6,-0.058633
S091,XAN_5501,161.2,-0.67166
